nohup: 忽略输入
Time              -----------------------cpu---------------------- ----------------------------------------------------------------sfdv0n1-----------------------------------------------------------------  
Time                user     sys    wait    hirq    sirq    util    rrqms   wrqms   %rrqm   %wrqm      rs      ws   rsecs   wsecs  rqsize  rarqsz  warqsz  qusize   await  rawait  wawait   svctm    util    
23/11/25-19:07:55  11.62    3.19    0.04    0.00    0.38   15.19     0.00    2.6K    0.00   38.72    0.00    4.1K    0.00  313.1K   38.05    0.00   38.05    0.00    0.11    0.00    0.11    0.02    9.10    
23/11/25-19:07:56  11.53    3.22    0.04    0.00    0.40   15.15     0.00    2.6K    0.00   38.72    0.00    4.1K    0.00  310.6K   37.47    0.00   37.47    0.00    0.13    0.00    0.13    0.03   10.70    
23/11/25-19:07:57  11.69    3.01    0.04    0.00    0.40   15.10     0.00    2.2K    0.00   34.76    0.00    4.2K    0.00  310.6K   37.36    0.00   37.36    0.00    0.13    0.00    0.13    0.02   10.40    
23/11/25-19:07:58  11.58    3.24    0.04    0.00    0.40   15.22     0.00    2.1K    0.00   33.54    0.00    4.1K    0.00  308.1K   37.36    0.00   37.36    0.00    0.14    0.00    0.14    0.02    9.60    
23/11/25-19:07:59  11.50    3.11    0.06    0.00    0.34   14.95     0.00    2.1K    0.00   33.41    0.00    4.2K    0.00  310.9K   37.21    0.00   37.21    0.00    0.14    0.00    0.14    0.03   10.70    
23/11/25-19:08:00  11.36    3.22    0.04    0.00    0.40   14.98     0.00    2.1K    0.00   33.51    0.00    4.2K    0.00  311.7K   36.75    0.00   36.75    0.00    0.12    0.00    0.12    0.02    9.90    
23/11/25-19:08:01  11.64    3.21    0.06    0.00    0.40   15.25     0.00    2.1K    0.00   33.43    0.00    4.2K    0.00  311.5K   36.75    0.00   36.75    0.00    0.13    0.00    0.13    0.02   10.20    
23/11/25-19:08:02  12.47    4.63    0.04    0.00    0.63   17.72     0.00    2.5K    0.00   36.73    0.00    4.2K    0.00  313.9K   37.04    0.00   37.04    0.00    0.14    0.00    0.14    0.03   11.70    
23/11/25-19:08:03   8.01    2.43    0.04    0.00    0.25   10.69     0.00    1.9K    0.00   33.85    0.00    3.7K    0.00  290.7K   39.13    0.00   39.13    0.00    0.14    0.00    0.14    0.03   10.00    
23/11/25-19:08:04   0.08    0.13    0.02    0.00    0.00    0.21     0.00   96.00    0.00    4.05    0.00    2.2K    0.00  154.9K   34.83    0.00   34.83    0.00    0.11    0.00    0.11    0.02    3.60    
23/11/25-19:08:05   3.41    1.44    0.13    0.00    0.08    4.94     0.00  703.00    0.00    7.09    0.00    9.0K    0.00  526.5K   29.24    0.00   29.24    0.00    0.04    0.00    0.04    0.01   13.80    
23/11/25-19:08:06  12.09    3.03    0.04    0.00    0.38   15.49     0.00    1.9K    0.00   34.11    0.00    3.6K    0.00  277.6K   38.65    0.00   38.65    0.00    0.12    0.00    0.12    0.02    7.60    
23/11/25-19:08:07  11.88    3.13    0.04    0.00    0.42   15.43     0.00    1.9K    0.00   30.70    0.00    4.3K    0.00  375.2K   43.30    0.00   43.30    0.00    0.16    0.00    0.16    0.03   12.30    
Time              -----------------------cpu---------------------- ----------------------------------------------------------------sfdv0n1-----------------------------------------------------------------  
Time                user     sys    wait    hirq    sirq    util    rrqms   wrqms   %rrqm   %wrqm      rs      ws   rsecs   wsecs  rqsize  rarqsz  warqsz  qusize   await  rawait  wawait   svctm    util    
23/11/25-19:08:08  11.96    3.32    0.04    0.00    0.50   15.79     0.00    1.9K    0.00   32.29    0.00    4.0K    0.00  312.1K   38.60    0.00   38.60    0.00    0.10    0.00    0.10    0.03   10.80    
23/11/25-19:08:09  12.08    2.86    0.02    0.00    0.50   15.45     0.00    1.9K    0.00   32.69    0.00    3.9K    0.00  330.3K   41.97    0.00   41.97    0.00    0.15    0.00    0.15    0.03   10.50    
23/11/25-19:08:10  11.93    3.05    0.04    0.00    0.38   15.36     0.00    1.9K    0.00   32.96    0.00    3.8K    0.00  321.8K   42.53    0.00   42.53    0.00    0.16    0.00    0.16    0.03   10.60    
23/11/25-19:08:11  12.13    3.01    0.02    0.00    0.44   15.57     0.00    1.9K    0.00   33.50    0.00    3.7K    0.00  319.8K   43.07    0.00   43.07    0.00    0.16    0.00    0.16    0.03    9.80    
23/11/25-19:08:12  12.43    3.76    0.04    0.00    0.44   16.63     0.00    1.9K    0.00   33.23    0.00    3.8K    0.00  326.3K   42.63    0.00   42.63    0.00    0.17    0.00    0.17    0.03   10.90    
23/11/25-19:08:13  12.88    3.89    0.04    0.00    0.44   17.21     0.00    1.9K    0.00   33.06    0.00    3.8K    0.00  320.4K   42.17    0.00   42.17    0.00    0.14    0.00    0.14    0.02    9.60    
23/11/25-19:08:14  12.06    2.96    0.02    0.00    0.50   15.53     0.00    1.9K    0.00   32.77    0.00    3.8K    0.00  325.6K   42.39    0.00   42.39    0.00    0.16    0.00    0.16    0.03   11.10    
23/11/25-19:08:15  12.01    3.00    0.04    0.00    0.50   15.52     0.00    1.9K    0.00   33.56    0.00    3.9K    0.00  321.7K   41.76    0.00   41.76    0.00    0.16    0.00    0.16    0.03   10.50    
23/11/25-19:08:16  12.21    2.97    0.04    0.00    0.36   15.53     0.00    2.0K    0.00   33.94    0.00    4.0K    0.00  327.1K   40.99    0.00   40.99    0.00    0.13    0.00    0.13    0.03   10.40    
23/11/25-19:08:17  12.07    3.01    0.02    0.00    0.29   15.37     0.00    2.0K    0.00   32.45    0.00    4.1K    0.00  337.1K   41.43    0.00   41.43    0.00    0.14    0.00    0.14    0.03   10.70    
23/11/25-19:08:18  12.43    3.05    0.06    0.00    0.38   15.85     0.00    2.0K    0.00   32.27    0.00    4.3K    0.00  344.7K   40.39    0.00   40.39    0.00    0.13    0.00    0.13    0.02   10.70    
23/11/25-19:08:19  12.04    2.96    0.04    0.00    0.55   15.55     0.00    1.9K    0.00   32.13    0.00    4.1K    0.00  340.3K   41.40    0.00   41.40    0.00    0.14    0.00    0.14    0.02   10.50    
23/11/25-19:08:20  11.70    2.95    0.02    0.00    0.40   15.05     0.00    1.9K    0.00   31.73    0.00    4.0K    0.00  336.9K   41.83    0.00   41.83    0.00    0.13    0.00    0.13    0.03   10.80    
23/11/25-19:08:21  12.28    3.05    0.04    0.00    0.44   15.77     0.00    2.0K    0.00   32.75    0.00    4.1K    0.00  337.1K   40.72    0.00   40.72    0.00    0.11    0.00    0.11    0.03   11.70    
23/11/25-19:08:22  12.00    2.84    0.04    0.00    0.40   15.24     0.00    2.0K    0.00   31.88    0.00    4.2K    0.00  344.3K   41.17    0.00   41.17    0.00    0.13    0.00    0.13    0.03   10.80    
23/11/25-19:08:23  13.04    4.43    0.04    0.00    0.74   18.21     0.00    2.0K    0.00   30.94    0.00    4.5K    0.00  356.4K   39.85    0.00   39.85    0.00    0.12    0.00    0.12    0.03   12.80    
23/11/25-19:08:24  12.11    3.09    0.04    0.00    0.40   15.59     0.00    2.0K    0.00   31.73    0.00    4.3K    0.00  350.7K   40.46    0.00   40.46    0.00    0.15    0.00    0.15    0.03   13.20    
23/11/25-19:08:25  12.20    3.09    0.02    0.00    0.32   15.61     0.00    2.0K    0.00   31.40    0.00    4.3K    0.00  348.1K   40.68    0.00   40.68    0.00    0.14    0.00    0.14    0.03   11.10    
23/11/25-19:08:26  12.16    3.11    0.02    0.00    0.36   15.63     0.00    2.0K    0.00   30.69    0.00    4.4K    0.00  356.7K   40.49    0.00   40.49    0.00    0.12    0.00    0.12    0.03   12.20    
Time              -----------------------cpu---------------------- ----------------------------------------------------------------sfdv0n1-----------------------------------------------------------------  
Time                user     sys    wait    hirq    sirq    util    rrqms   wrqms   %rrqm   %wrqm      rs      ws   rsecs   wsecs  rqsize  rarqsz  warqsz  qusize   await  rawait  wawait   svctm    util    
23/11/25-19:08:27  11.95    3.26    0.04    0.00    0.34   15.54     0.00    2.0K    0.00   31.20    0.00    4.3K    0.00  347.6K   40.21    0.00   40.21    0.00    0.12    0.00    0.12    0.03   11.70    
23/11/25-19:08:28  12.05    2.99    0.04    0.00    0.34   15.38     0.00    1.9K    0.00   33.01    0.00    3.9K    0.00  322.0K   41.69    0.00   41.69    0.00    0.14    0.00    0.14    0.03   11.60    
23/11/25-19:08:29  12.23    3.19    0.04    0.00    0.36   15.78     0.00    1.9K    0.00   33.12    0.00    3.9K    0.00  322.6K   41.83    0.00   41.83    0.00    0.15    0.00    0.15    0.03   10.80    
23/11/25-19:08:30  12.01    3.00    0.02    0.00    0.48   15.50     0.00    1.9K    0.00   33.84    0.00    3.7K    0.00  310.7K   41.87    0.00   41.87    0.00    0.16    0.00    0.16    0.03   10.50    
23/11/25-19:08:31  12.13    3.13    0.04    0.00    0.36   15.63     0.00    1.9K    0.00   33.71    0.00    3.7K    0.00  315.0K   42.26    0.00   42.26    0.00    0.15    0.00    0.15    0.03   10.10    
23/11/25-19:08:32  12.14    3.11    0.04    0.00    0.48   15.73     0.00    1.8K    0.00   33.53    0.00    3.7K    0.00  312.8K   42.79    0.00   42.79    0.00    0.12    0.00    0.12    0.03    9.90    
23/11/25-19:08:33  12.15    3.38    0.02    0.00    0.48   16.02     0.00    1.7K    0.00   31.15    0.00    3.7K    0.00  306.7K   41.86    0.00   41.86    0.00    0.17    0.00    0.17    0.03   10.30    
23/11/25-19:08:34  12.65    4.45    0.04    0.00    0.63   17.73     0.00    1.5K    0.00   29.60    0.00    3.6K    0.00  303.2K   41.84    0.00   41.84    0.00    0.14    0.00    0.14    0.03   10.50    
23/11/25-19:08:35   8.95    2.29    0.02    0.00    0.29   11.53     0.00    1.2K    0.00   25.85    0.00    3.3K    0.00  289.0K   43.27    0.00   43.27    0.00    0.17    0.00    0.17    0.03    8.90    
23/11/25-19:08:36   0.13    0.21    0.04    0.00    0.00    0.33     0.00   99.00    0.00    4.26    0.00    2.2K    0.00  147.2K   33.85    0.00   33.85    0.00    0.07    0.00    0.07    0.02    3.80    
23/11/25-19:08:37   2.82    1.28    0.10    0.00    0.06    4.16     0.00  470.00    0.00    4.92    0.00    8.9K    0.00  520.7K   29.37    0.00   29.37    0.00    0.04    0.00    0.04    0.02   14.60    
23/11/25-19:08:38  12.51    2.92    0.02    0.00    0.48   15.91     0.00    1.2K    0.00   26.85    0.00    3.2K    0.00  267.1K   41.86    0.00   41.86    0.00    0.13    0.00    0.13    0.03    8.70    
23/11/25-19:08:39  12.25    2.98    0.04    0.00    0.59   15.82     0.00    1.2K    0.00   26.21    0.00    3.4K    0.00  315.0K   45.68    0.00   45.68    0.00    0.13    0.00    0.13    0.02    8.70    
23/11/25-19:08:40  12.17    3.01    0.02    0.00    0.44   15.62     0.00    1.2K    0.00   27.44    0.00    3.1K    0.00  287.2K   46.58    0.00   46.58    0.00    0.18    0.00    0.18    0.03    9.20    
23/11/25-19:08:41  12.25    3.07    0.02    0.00    0.48   15.80     0.00    1.1K    0.00   26.20    0.00    3.1K    0.00  300.0K   48.05    0.00   48.05    0.00    0.17    0.00    0.17    0.03    9.70    
23/11/25-19:08:42  12.10    2.99    0.02    0.00    0.44   15.53     0.00    1.2K    0.00   26.44    0.00    3.2K    0.00  301.8K   46.87    0.00   46.87    0.00    0.18    0.00    0.18    0.03    9.80    
23/11/25-19:08:43  12.38    2.86    0.02    0.00    0.42   15.66     0.00    1.2K    0.00   28.89    0.00    3.1K    0.00  285.6K   46.55    0.00   46.55    0.00    0.15    0.00    0.15    0.03    8.30    
23/11/25-19:08:44  13.09    4.27    0.04    0.00    0.61   17.97     0.00    1.4K    0.00   31.46    0.00    3.0K    0.00  284.8K   47.88    0.00   47.88    0.00    0.16    0.00    0.16    0.03    8.10    
23/11/25-19:08:45  12.03    3.18    0.02    0.00    0.48   15.69     0.00    1.5K    0.00   32.40    0.00    3.1K    0.00  288.2K   47.02    0.00   47.02    0.00    0.13    0.00    0.13    0.03    8.10    
Time              -----------------------cpu---------------------- ----------------------------------------------------------------sfdv0n1-----------------------------------------------------------------  
Time                user     sys    wait    hirq    sirq    util    rrqms   wrqms   %rrqm   %wrqm      rs      ws   rsecs   wsecs  rqsize  rarqsz  warqsz  qusize   await  rawait  wawait   svctm    util    
23/11/25-19:08:46  12.23    2.99    0.04    0.00    0.36   15.57     0.00    1.4K    0.00   30.93    0.00    3.0K    0.00  285.3K   47.03    0.00   47.03    0.00    0.14    0.00    0.14    0.03    9.10    
23/11/25-19:08:47  12.37    2.84    0.02    0.00    0.38   15.59     0.00    1.4K    0.00   31.00    0.00    3.1K    0.00  292.0K   46.77    0.00   46.77    0.00    0.14    0.00    0.14    0.03    9.00    
23/11/25-19:08:48  12.04    2.96    0.04    0.00    0.50   15.51     0.00    1.4K    0.00   30.68    0.00    3.1K    0.00  297.8K   47.67    0.00   47.67    0.00    0.18    0.00    0.18    0.03    8.00    
23/11/25-19:08:49  12.25    2.86    0.02    0.00    0.42   15.53     0.00    1.4K    0.00   30.93    0.00    3.1K    0.00  288.0K   45.92    0.00   45.92    0.00    0.14    0.00    0.14    0.03    9.50    
23/11/25-19:08:50  12.34    2.75    0.04    0.00    0.44   15.54     0.00    1.4K    0.00   31.07    0.00    3.1K    0.00  296.2K   48.46    0.00   48.46    0.00    0.17    0.00    0.17    0.03    9.10    
23/11/25-19:08:51  12.34    2.86    0.02    0.00    0.48   15.69     0.00    1.4K    0.00   31.06    0.00    3.1K    0.00  294.3K   47.28    0.00   47.28    0.00    0.15    0.00    0.15    0.03   10.10    
23/11/25-19:08:52  12.38    2.75    0.02    0.00    0.38   15.52     0.00    1.4K    0.00   31.33    0.00    3.1K    0.00  297.3K   47.34    0.00   47.34    0.00    0.16    0.00    0.16    0.03    8.40    
23/11/25-19:08:53  12.16    2.88    0.04    0.00    0.46   15.51     0.00    1.4K    0.00   31.21    0.00    3.2K    0.00  301.3K   47.37    0.00   47.37    0.00    0.18    0.00    0.18    0.03    9.10    
23/11/25-19:08:54  12.26    2.92    0.02    0.00    0.48   15.66     0.00    1.4K    0.00   30.47    0.00    3.1K    0.00  299.9K   47.62    0.00   47.62    0.00    0.14    0.00    0.14    0.03   10.20    
23/11/25-19:08:55  13.04    4.35    0.04    0.00    0.78   18.16     0.00    1.4K    0.00   30.76    0.00    3.1K    0.00  293.9K   47.58    0.00   47.58    0.00    0.15    0.00    0.15    0.03    8.50    
23/11/25-19:08:56  12.44    2.96    0.02    0.00    0.50   15.91     0.00    1.4K    0.00   31.36    0.00    3.1K    0.00  295.6K   47.52    0.00   47.52    0.00    0.18    0.00    0.18    0.03    9.10    
23/11/25-19:08:57  12.30    2.83    0.04    0.00    0.65   15.79     0.00    1.4K    0.00   31.29    0.00    3.1K    0.00  292.4K   47.27    0.00   47.27    0.00    0.13    0.00    0.13    0.03    9.40    
23/11/25-19:08:58  12.09    2.96    0.02    0.00    0.55   15.60     0.00    1.4K    0.00   31.38    0.00    3.2K    0.00  294.1K   46.59    0.00   46.59    0.00    0.17    0.00    0.17    0.03    9.50    
23/11/25-19:08:59  12.30    2.92    0.04    0.00    0.59   15.81     0.00    1.4K    0.00   31.46    0.00    3.1K    0.00  291.0K   47.07    0.00   47.07    0.00    0.15    0.00    0.15    0.03    9.50    
23/11/25-19:09:00  12.41    2.86    0.02    0.00    0.59   15.85     0.00    1.4K    0.00   28.94    0.00    3.5K    0.00  313.3K   45.37    0.00   45.37    0.00    0.16    0.00    0.16    0.03    9.70    
23/11/25-19:09:01  12.47    3.07    0.02    0.00    0.61   16.15     0.00    1.4K    0.00   28.58    0.00    3.6K    0.00  318.3K   44.63    0.00   44.63    0.00    0.17    0.00    0.17    0.03   10.10    
23/11/25-19:09:02  12.09    2.90    0.04    0.00    0.48   15.48     0.00    1.4K    0.00   28.91    0.00    3.4K    0.00  317.5K   46.48    0.00   46.48    0.00    0.15    0.00    0.15    0.03    9.60    
23/11/25-19:09:03  12.01    3.07    0.04    0.00    0.53   15.61     0.00    1.5K    0.00   30.06    0.00    3.4K    0.00  297.9K   44.02    0.00   44.02    0.00    0.13    0.00    0.13    0.02    8.30    
23/11/25-19:09:04  12.25    2.84    0.02    0.00    0.48   15.57     0.00    1.4K    0.00   30.03    0.00    3.3K    0.00  300.8K   45.11    0.00   45.11    0.00    0.16    0.00    0.16    0.02    8.20    
Time              -----------------------cpu---------------------- ----------------------------------------------------------------sfdv0n1-----------------------------------------------------------------  
Time                user     sys    wait    hirq    sirq    util    rrqms   wrqms   %rrqm   %wrqm      rs      ws   rsecs   wsecs  rqsize  rarqsz  warqsz  qusize   await  rawait  wawait   svctm    util    
23/11/25-19:09:05  12.68    3.99    0.04    0.00    0.61   17.28     0.00    1.4K    0.00   29.42    0.00    3.3K    0.00  304.0K   45.80    0.00   45.80    0.00    0.17    0.00    0.17    0.03    9.20    
23/11/25-19:09:06  12.63    3.32    0.02    0.00    0.67   16.62     0.00    1.3K    0.00   28.72    0.00    3.3K    0.00  307.1K   46.23    0.00   46.23    0.00    0.16    0.00    0.16    0.03    9.70    
23/11/25-19:09:07   9.96    2.27    0.04    0.00    0.40   12.63     0.00    1.1K    0.00   26.14    0.00    3.1K    0.00  292.7K   46.70    0.00   46.70    0.00    0.20    0.00    0.20    0.03    9.30    
23/11/25-19:09:08   0.04    0.15    0.04    0.00    0.00    0.19     0.00   95.00    0.00    4.16    0.00    2.1K    0.00  129.6K   30.35    0.00   30.35    0.00    0.06    0.00    0.06    0.01    3.00    
23/11/25-19:09:09   1.82    1.02    0.10    0.00    0.08    2.93     0.00  328.00    0.00    3.54    0.00    8.7K    0.00  512.8K   29.40    0.00   29.40    0.00    0.04    0.00    0.04    0.01   12.90    
23/11/25-19:09:10  12.59    3.17    0.02    0.00    0.57   16.33     0.00    1.1K    0.00   26.35    0.00    3.0K    0.00  259.9K   44.00    0.00   44.00    0.00    0.09    0.00    0.09    0.03    8.20    
23/11/25-19:09:11  12.59    3.21    0.02    0.00    0.59   16.39     0.00    1.0K    0.00   25.13    0.00    2.9K    0.00  292.6K   49.84    0.00   49.84    0.00    0.17    0.00    0.17    0.03    9.60    
23/11/25-19:09:12  12.70    3.12    0.04    0.00    0.36   16.17     0.00    1.1K    0.00   26.51    0.00    3.1K    0.00  341.5K   55.31    0.00   55.31    0.00    0.13    0.00    0.13    0.03   10.40    
23/11/25-19:09:13  12.52    3.03    0.02    0.00    0.51   16.06     0.00    1.1K    0.00   26.80    0.00    2.9K    0.00  307.1K   52.85    0.00   52.85    0.00    0.16    0.00    0.16    0.03    9.60    
